,movie_id,title,tags
697,37165,The Truman Show,"comedi drama jimcarrey trumanburbank lauralinney merylburbank/hannahgil noahemmerich marlon peterweir truman burbank is the star of ""the truman show"", a 24-hour-a-day ""reality"" tv show that broadcast everi aspect of hi life -- live and in color -- without hi knowledge. hi entir life ha been an unend soap opera for consumpt by the rest of the world. and everyon he know -- includ hi wife and hi best friend -- is realli an actor, paid to be part of hi life. claustrophobia hiddencamera dystopia realityshow makebeliev pretend"
698,9837,The Prince of Egypt,"adventur anim drama famili music valkilm moses/god ralphfienn ramessesii patrickstewart pharaohsetii simonwel stevehickn brendachapman thi is the extraordinari tale of two brother name mose and ramses, one born of royal blood, and one an orphan with a secret past. grow up the best of friends, they share a strong bond of free-spirit youth and good-natur rivalry. but the truth will ultim set them at odds, as one becom the ruler of the most power empir on earth, and the other the chosen leader of hi people! their final confront will forev chang their live and the world. mose egypt pyramid exodu kingdom govern ancientegypt hebrew pharaoh womandirector"
699,10708,Daddy Day Care,"comedi famili eddiemurphi charliehinton jeffgarlin phil stevezahn marvin stevecarr two men get laid off and have to becom stay-at-hom dad when they can't find jobs, which inspir them to open their own day-car center. competit success kindergarten children unemploy"
700,136400,2 Guns,action comedi crime denzelwashington robert'bobby'trench markwahlberg michael'stig'stigman paulapatton deb baltasarkormákur a dea agent and an undercov naval intellig offic who have been task with investig one anoth find they have been set up by the mob -- the veri organ the two men believ they have been steal money from. undercov undercoverag basedoncomicbook money fugit bankrobberi deaagent
701,10992,Cats & Dogs,"comedi famili jeffgoldblum professorbrodi elizabethperkin mrs.brodi alexanderpollock scottybrodi lawrenceguterman when a professor develop a vaccin that elimin human allergi to dogs, he unwittingli upset the fragil balanc of power between cat and dog and touch off an epic battl for pet supremacy. the fur fli as the felin faction, led by mr. tinkles, squar off against wide-ey puppi lou and hi canin cohorts. fight govern puppi allergi 3d"
702,9654,The Italian Job,"action crime markwahlberg charliecrok charlizetheron stellabridg edwardnorton steve f.garygray charli croker pull off the crime of a lifetime. the one thing that he didn't plan on wa be double-crossed. along with a drop-dead gorgeou safecracker, croker and hi team take off to re-steal the loot and end up in a pulse-pounding, pedal-to-the-met chase that careen up, down, abov and below the street of lo angeles. venic california trainstat helicopt austria mountain gold subway hacker chase safe remak caper reveng murder heist doublecross fastcar boatchas losangel explos convict fatherdaughterrelationship carchas tvnew hollywoodsign televisionrepair minicoop"
703,2642,Two Weeks Notice,"romanc comedi sandrabullock lucykelson hughgrant georgewad aliciawitt junecarv marclawr dedic environment lawyer luci kelson goe to work for billionair georg wade as part of a deal to preserv a commun center. indecis and weak-wil georg grow depend on lucy' guidanc on everyth from legal matter to clothing. exasperated, luci give notic and pick harvard graduat june carter as her replacement. as lucy' time at the firm near an end, she grow jealou of june and ha second thought about leav george. newyork parishhal romanticcomedi lawyer billionair environmentallaw"
704,8916,Antz,"adventur anim comedi famili woodyallen z-4195akaz(voice) danaykroyd chip(voice) annebancroft queen(voice) ericdarnel timjohnson in thi anim hit, a neurot worker ant in love with a rebelli princess rise to unlik stardom when he switch place with a soldier. sign up to march in a parade, he end up under the command of a bloodthirsti general. but he' actual been enlist to fight against a termit army. gener hero worker ant work assign war princess soldier individu friend"
705,19899,Couples Retreat,"comedi romanc vincevaughn dave malinåkerman ronni jasonbateman jason peterbillingsley four couples, all friends, descend on a tropic island resort. though one husband and wife are there to work on their marriage, the other just want to enjoy some fun in the sun. they soon find, however, that paradis come at a price: particip in coupl therapi session is mandatory. what start out as a cut-rat vacat turn into an examin of the common problem mani face. island marriedcoupl yoga tahiti couplestherapi beautifulwoman tropic aftercreditssting duringcreditssting frenchpolynesia polynésiefrançais"
706,2119,Days of Thunder,"adventur tomcruis coletrickl robertduval harryhogg nicolekidman dr.clairelewicki tonyscott talent but unproven stock car driver cole trickl get a break and with the guidanc of veteran harri hogg turn head on the track. the young hotshot develop a rivalri with a fellow racer that threaten hi career when the two smash their cars. but with the help of hi doctor, cole just might overcom hi injuries-- and hi fear. stock-car-rac daytona carcrash"
707,9641,Cheaper by the Dozen 2,"comedi stevemartin tombak eugenelevi jimmymurtaugh bonniehunt katebak adamshankman steve martin and bonni hunt return as head of the baker famili who, while on vacation, find themselv in competit with a rival famili of eight children, head by eugen levy, holiday lake bigfamili father laborpain rivalri familyholiday"
708,294254,Maze Runner: The Scorch Trials,"action dylano'brien thoma kayascodelario teresaagn thomasbrodie-sangst newt wesbal thoma and hi fellow glader face their greatest challeng yet: search for clue about the mysteri and power organ known as wckd. their journey take them to the scorch, a desol landscap fill with unimagin obstacles. team up with resist fighters, the glader take on wckd’ vastli superior forc and uncov it shock plan for them all. basedonnovel resist maze post-apocalypt dystopia infect ontherun escap zombi storm diseas desert sewer antidot corpor viru runner cityruin immun"
709,38167,Eat Pray Love,"drama juliarobert elizabethgilbert jamesfranco david javierbardem felip ryanmurphi liz gilbert had everyth a modern woman is suppos to dream of have – a husband, a hous and a success career – yet like so mani others, she found herself lost, confus and search for what she realli want in life. newli divorc and at a crossroads, gilbert step out of her comfort zone, risk everyth to chang her life, embark on a journey around the world that becom a quest for self-discovery. in her travels, she discov the true pleasur of nourish by eat in italy, the power of prayer in india and, final and unexpectedly, the inner peac and balanc of true love in bali. indonesia femaleprotagonist india divorc bali"
710,5994,The Family Man,"comedi drama romanc fantasi nicolascag jackcampbel téaleoni katereynold doncheadl cash brettratn jack' lavish, fast-pac lifestyl chang one christma night when he stumbl into a groceri store holdup and disarm the gunman. the next morn he wake up in bed lie next to kate, hi colleg sweetheart he left in order to pursu hi career, and to the horrifi discoveri that hi former life no longer exists. as he stumbl through thi altern suburban universe, jack find himself at a crossroad where he must choos between hi high-pow career and the woman he loves. workahol secondch guardianangel christma careervsfamili liferepriorit"
711,39514,RED,"action adventur comedi crime thriller brucewilli frankmos johnmalkovich marvinbogg helenmirren victoria robertschwentk when hi peac life is threaten by a high-tech assassin, former black-op agent, frank mose reassembl hi old team in a last ditch effort to surviv and uncov hi assailants. cia retir shottodeath sniperrifl retir femalespi alarm"
712,9563,Any Given Sunday,drama alpacino tonyd'amato camerondiaz christinapagniacci dennisquaid jack'cap'rooney oliverston a star quarterback get knock out of the game and an unknown third stringer is call in to replac him. the unknown give a stun perform and forc the age coach to reevalu hi game plan and life. a new co-owner/presid add to the pressur of winning. the new owner must prove her self in a male domin world. americanfootbal trainer train americanfootballcoach sport americanfootballstadium
713,547,The Horse Whisperer,"drama romanc robertredford tombook kristinscottthoma anniemaclean samneil robertmaclean robertredford base on the novel by the same name from nichola evans, the talent robert redford present thi medit famili drama set in the countri side. redford not onli direct but also star in the roll of a cowboy with a magic talent for healing. lovetriangl newyork montana attachmenttonatur confid horsebackrid hors ridingaccid careerwoman ranch horsewhisper trauma countrylif marriagecrisi crisi travel motherdaughterrelationship anim natur"
714,1538,Collateral,drama crime thriller tomcruis vincent jamiefoxx max jadapinkettsmith anni michaelmann cab driver max pick up a man who offer him $600 to drive him around. but the promis of easi money sour when max realiz hi fare is an assassin. california taxi assassin hostag taxidriv fbi hitman polic losangel murder crime crimin gunviol
715,9334,The Scorpion King,"action fantasi adventur dwaynejohnson mathayu kellyhu cassandra michaelclarkeduncan balthazar chuckrussel in ancient egypt, peasant mathayu is hire to exact reveng on the power memnon and the sorceress cassandra, who are readi to overtak balthazar' village. amid betrayals, thieves, abduct and more, mathayu strive to bring justic to hi complic world. egypt templ"
716,11128,Ladder 49,"drama action thriller joaquinphoenix jackmorrison johntravolta captainmikekennedi jacindabarrett lindamorrison jayrussel under the watch eye of hi mentor, captain mike kennedy, probationari firefight jack morrison matur into a season veteran at a baltimor fire station. however, jack ha reach a crossroad as the sacrific he' made have put him in harm' way innumer time and significantli impact hi relationship with hi wife and kids. ledg practicaljok"
717,75780,Jack Reacher,"crime drama thriller tomcruis jackreach rosamundpik helenrodin richardjenkin alexrodin christophermcquarri in an innoc heartland city, five are shot dead by an expert sniper. the polic quickli identifi and arrest the culprit, and build a slam-dunk case. but the accus man claim he' innoc and say ""get jack reacher."" reacher himself see the news report and turn up in the city. the defens is immens relieved, but reacher ha come to buri the guy. shock at the accused' request, reacher set out to confirm for himself the absolut certainti of the man' guilt, but come up with more than he bargain for. basedonnovel sniper investig polic quarri"
718,8914,Deep Blue Sea,"action sciencefict thriller thomasjan carterblak saffronburrow dr.susanmccallist llcoolj sherman'preacher'dudley rennyharlin on a remot former submarin refuel facil call aquatica, a team of scientist are search for a cure for alzheimer' disease. dr. susan mcalest genet engin three mako sharks, intend to increas their brain capac so that they can harvest the tissu as a cure for alzheimer's. unfortunately, the increas brain capac also make the shark smarter, faster, and more dangerous. aquatica' financi backer are skeptic and nervou about the tests, and send a corpor execut to visit the facility. sharkattack shark alzheimer'sdiseas killershark noopeningcredit"
719,13576,This Is It,"music documentari michaeljackson himself orianthi herself kennyortega kennyortega kennyortega a compil of interviews, rehears and backstag footag of michael jackson as he prepar for hi seri of sold-out show in london. popstar music concert aftercreditssting duringcreditssting"
720,39538,Contagion,"drama thriller sciencefict mattdamon mitchemhoff gwynethpaltrow bethemhoff katewinslet dr.erinmear stevensoderbergh as an epidem of a lethal airborn viru - that kill within day - rapidli grows, the worldwid medic commun race to find a cure and control the panic that spread faster than the viru itself. savingtheworld mutat infect terminalil quarantin outbreak medic vaccin lethalviru scientist epidem"
721,10628,Kangaroo Jack,"comedi adventur crime jerryo'connel charliecarbon anthonyanderson louisbook estellawarren jessi davidmcn two childhood friends, a new york hairstylist and a wanna-b musician, get mixed-up with the mob and are forc to deliv $50,000 to australia, but thing go all wrong when the money is lost to a wild kangaroo. moneydeliveri fool australia hoodlum kangaroo"
722,14836,Coraline,"anim famili dakotafan coralinejones(voice) terihatch mother/othermother(voice) jennifersaund missspink(voice) henryselick when coralin move to an old house, she feel bore and neglect by her parents. she find a hidden door with a brick up passage. dure the night, she cross the passag and find a parallel world where everybodi ha button instead of eyes, with care parent and all her dream come true. when the other mother invit coralin to stay in her world forever, the girl refus and find that the altern realiti where she is trap is onli a trick to lure her. dream eye stuffedanim parallelworld button newhom secretdoor aftercreditssting duringcreditssting"
723,8645,The Happening,"thriller sciencefict markwahlberg elliotmoor zooeydeschanel almamoor johnleguizamo julian m.nightshyamalan when a deadli airborn viru threaten to wipe out the northeastern unit states, teacher elliott moor (mark wahlberg) and hi wife (zooey deschanel) flee from contamin citi into the countrysid in a fight to discov the truth. is it terrorism, the accident releas of some toxic militari bio weapon -- or someth even more sinister? john leguizamo and betti buckley co-star in thi thriller from writer-director m. night shyamalan. tree naturaldisast crisi park strangebehavior"
724,9509,Man on Fire,"action drama thriller crime denzelwashington creasi dakotafan lupita""pita""martinramo marcanthoni samuel tonyscott jade ex-cia oper john creasi reluctantli accept a job as the bodyguard for a 10-year-old girl in mexico city. they clash at first, but eventu bond, and when she' kidnap he' consum by furi and will stop at noth to save her life. mexico cia kidnap diari bibl bodyguard stuffedanim cellphon alcohol grenadelaunch bloodsh swimmeet"
725,10067,The Shaggy Dog,comedi famili timallen davedougla kristindavi rebeccadougla dannyglov kenhollist brianrobbin the tale of a workahol dad-turned-dog who find that be man' best friend show him the most import job - be a great dad. fathersonrelationship parentskidsrelationship workahol wifehusbandrelationship transform bodyexchang daughter lawyer dog famili turnsintoanim
726,9384,Starsky & Hutch,"comedi crime benstil davidstarski owenwilson kenhutchinson snoopdogg huggybear toddphillip join uptight david starski and laid-back ken ""hutch"" hutchinson as they'r pair for the first time as undercov cops. the new partner must overcom their differ to solv an import case with help from street inform huggi bear and persuas crimin rees feldman. inform jumpingfromarooftop surveillancefootag"
727,9279,Jingle All the Way,"famili comedi arnoldschwarzenegg howardlangston philhartman tedmaltin sinbad myronlarabe brianlev meet howard langston, a salesman for a mattress compani is constantli busi at hi job, and he also constantli disappoint hi son, after he miss hi son' karat exposition, hi son tell howard that he want for christma is an action figur of hi son' televis hero, he tri hard to to make it up to him. unfortun for howard, it is christma eve, and everi store is sold out of turbo man, now howard must travel all over town and compet with everybodi els to find a turbo man action figure. holiday christmasparti santaclau toy puppet christma turboman navidad"
728,1487,Hellboy,"fantasi action sciencefict ronperlman hellboy selmablair lizsherman rupertevan johnmyer guillermodeltoro in the final day of world war ii, the nazi attempt to use black magic to aid their die cause. the alli raid the camp where the ceremoni is take place, but not befor a demon - hellboy - ha alreadi been conjured. join the alli forces, hellboy eventu grow to adulthood, serv the caus of good rather than evil. blackmag fistfight cover-up superhero paranormalphenomena narrationfromgrav demon occult combatphotographi reanimatedcorps duringcreditssting"
729,9422,A Civil Action,"drama johntravolta janschlichtmann robertduval jeromefach tonyshalhoub kevinconway stevenzaillian jan schlickmann is a cynic lawyer who goe out to ""get rid of"" a case, onli to find out it is potenti worth millions. the case becom hi obsession, to the extent that he is will to give up everyth - includ hi career and hi clients' goals, in order to continu the case against all odds. success advanc rightandjustic leukemia lawyer businessstart-up"
730,77174,ParaNorman,"famili anim adventur comedi kodismit-mcphe normanbabcock(voice) tuckeralbrizzi neildowne(voice) jodelleferland aggieprenderghast(voice) samfel chrisbutl in the town of blith hollow, norman babcock is a boy who can speak to the dead, but no one besid hi eccentr new friend, neil, believ hi abil is real. one day, norman' estrang eccentr uncl tell him of an import annual ritual he must take up to protect the town from an curs cast by a witch it condemn centuri ago. eventually, norman decid to cooperate, but thing don't go accord to plan. now, a magic storm of the witch threaten blith hollow as the accurs dead rise. togeth with unexpect new companions, norman struggl to save hi town, onli to discov the horrif truth of the curse. with that insight, norman must resolv the crisi for good as onli he can. medium stopmot curs jock ghost communicatingwiththedead aftercreditssting dealingwiththepast witchtrial childwitch empathi strang"
731,4824,The Jackal,"action thriller adventur crime brucewilli thejack richardger declanmulqueen sidneypoiti carterpreston michaelcaton-jon hire by a power member of the russian mafia to aveng an fbi sting that left hi brother dead, the perfectionist jackal prove an elus target for the men charg with the task of bring him down: a deputi fbi boss and a former ira terrorist. fbi coldwar hitman"
732,9620,Paycheck,"action adventur mysteri sciencefict thriller benaffleck jen aaroneckhart rethrick umathurman rachel johnwoo michael jen is a geniu who' hire – and paid handsom – by high-tech firm to work on highli sensit projects, after which hi short-term memori is eras so he' incap of breach security. but at the end of a three-year job, he' told he isn't get a paycheck and instead receiv a mysteri envelope. in it are clue he must piec togeth to find out whi he wasn't paid – and whi he' now in hot water. propheci engin scientist millionair"
733,9302,Up Close & Personal,"drama romanc robertredford warrenjustic michellepfeiff tallyatwat stockardchan marciamcgrath jonavnet talli atwat ha a dream: to be a prime-tim network newscaster. she pursu thi dream with noth but ambition, raw talent and a homemad demo tape. warren justic is a brilliant, hard edged, veteran newsman. he see talli ha talent and becom her mentor. tally’ career take a meteor rise and she and warren fall in love. the romanc that result is as intens and reveal as televis news itself. yet, each break story, everi videotap crisi that bring them together, also threaten to drive them apart... miami televis career vitaminb report"
734,10199,The Tale of Despereaux,"adventur anim famili matthewbroderick despereaux(voice) dustinhoffman roscuro(voice) emmawatson princesspea(voice) robertstevenhagen samfel onc upon a time... in the far away kingdom of dor... live a brave and virtuou mous with comic overs ear who dreamt of becom a knight. banish from hi home for have such lofti ambitions, despereaux set off on an amaz adventur with hi good-heart rat friend roscuro, who lead him, at long last, on a veri nobl quest to rescu an endang princess and save an entir kingdom from darkness. loyalti totalitarianregim mous forgiv honor unlikelyfriendship courag chivalri animallead"
735,10771,The Tuxedo,"thriller action comedi sciencefict jackiechan jimmytong jenniferlovehewitt delblain jasonisaac clarkdevlin kevindonovan cabbie-turned-chauffeur jimmi tong learn there is realli onli one rule when you work for playboy millionair clark devlin : never touch devlin' prize tuxedo. but when devlin is temporarili put out of commiss in an explos accident, jimmi put on the tux and soon discov that thi extraordinari suit may be more black belt than black tie. pair with a partner as inexperienc as he is, jimmi becom an unwit secret agent. bomb intellig chauffeur wound secretag headinjuri"
736,3512,Under Siege 2: Dark Territory,"action thriller stevenseag caseyryback ericbogosian travisdan everettmcgil penn geoffmurphi a passeng train ha been hijack by an electron expert and turn into an untrac command center for a weapon satellite. he ha plan to blow up washington dc and onli one man can stop him, former navi seal casey ryback. terrorist pentagon satellit navys train"
737,137094,Jack Ryan: Shadow Recruit,"action drama thriller chrispin jackryan keiraknightley cathymul kevincostn williamharp kennethbranagh jack ryan, as a young covert cia analyst, uncov a russian plot to crash the u.s. economi with a terrorist attack. londonengland corrupt cia terrorist sniper explos intellig russia murder conspiraci surveil agent jackryan u.s.marin rehab analyst"
738,274479,Joy,drama comedi jenniferlawr joymangano bradleycoop neilwalk robertdeniro rudi davido.russel a stori base on the life of a struggl long island singl mom who becam one of the country' most success entrepreneurs. factori inventor strongwoman biographi basedontruestori stolenpat
739,267860,London Has Fallen,"action crime thriller gerardbutl mikeban aaroneckhart presidentbenjaminash morganfreeman vicepresidentalantrumbul babaknajafi in london for the prime minister' funeral, mike ban discov a plot to assassin all the attend world leaders. londonengland terrorist terroristattack"
740,8078,Alien: Resurrection,"sciencefict horror action sigourneyweav ripley winonaryd annaleecal braddourif dr.jonathangediman jean-pierrejeunet two hundr year after lt. ripley died, a group of scientist clone her, hope to breed the ultim weapon. but the new ripley is full of surpris … as are the new aliens. ripley must team with a band of smuggler to keep the creatur from reach earth. android mercenari dystopia sequel alien betray impal clone scientist flamethrow disembowel smuggler genemanipul maninwheelchair breed geneticengin regener xenomorph alienqueen explosivedecompress swimmingunderwat"
741,7485,Shooter,"action drama mysteri thriller crime markwahlberg bobleeswagg michaelpeña nickmemphi dannyglov colonelisaacjohnson antoinefuqua a marksman live in exil is coax back into action after learn of a plot to kill the president. ultim double-cross and frame for the attempt, he goe on the run to track the real killer and find out who exactli set him up, and why. corrupt sniper senat conspiracyofmurd childless rifl sniperrifl fbiagent"
742,170687,The Boxtrolls,"anim comedi famili fantasi benkingsley archibaldsnatcher(voice) isaachempstead-wright eggs(voice) ellefan winnieportley-rind(voice) anthonystacchi grahamann an orphan boy rais by underground creatur call boxtrol come up from the sewer and out of hi box to save hi famili and the town from the evil exterminator, archibald snatcher. basedonnovel stopmot fatherdaughterrelationship unlikelyfriendship duringcreditssting"
743,6435,Practical Magic,"drama fantasi comedi sandrabullock sallyowen nicolekidman gillianowen evanrachelwood kylieowen griffindunn salli and gillian owens, born into a magic family, have mostli avoid witchcraft themselves. but when gillian' viciou boyfriend, jimmi angelov, die unexpectedly, the owen sister give themselv a crash cours in hard magic. with policeman gari hallet grow suspicious, the girl struggl to resurrect angelov -- and unwittingli inject hi corps with an evil spirit that threaten to end their famili line. witch magic sorceri love curs familycurs"
744,137106,The Lego Movie,"adventur anim comedi famili fantasi chrispratt emmetbrickowski(voice) willferrel lordbusiness/presidentbusiness/themanupstairs(voice) elizabethbank wyldstyle/lucy(voice) phillord christophermil an ordinari lego mini-figure, mistakenli thought to be the extraordinari masterbuilder, is recruit to join a quest to stop an evil lego tyrant from glu the univers together. fathersonrelationship creativ friendship partliveact toy basedontoy fallinginlov superpow duringcreditssting differentworld lego batman"
745,10040,Miss Congeniality 2: Armed and Fabulous,"action comedi sandrabullock graciehart reginak samful enriquemurciano jeffforeman johnpasquin after her triumph at the miss unit state pageant, fbi agent graci hart becom an overnight sensat -- and the new ""face of the fbi."" but it' time to spring into action again when the pageant' winner, cheryl, and emcee, stan, are abducted. ransom pressconfer ship missamerica fbiagent"
746,6278,Reign of Fire,"adventur action fantasi christianbal quinnabercrombi matthewmcconaughey dentonvanzan izabellascorupco alexjensen robbowman in post-apocalypt england, an american volunt and a british survivor team up to fight off a brood of fire-breath dragon seek to return to global domin after centuri of rest underground. the brit -- lead a clan of survivor to hunt down the king of the dragon -- ha much at stake: hi mother wa kill by a dragon, but hi love is still alive. dragon evolut firechief animatedmap theatreaudi dragonslay tunnelconstruct firerepel drill iodin"
747,82682,Gangster Squad,"crime drama action thriller joshbrolin johno'mara ryangosl sgt.jerrywoot nicknolt billpark rubenfleisch lo angeles, 1949. ruthless, brooklyn-born mob king mickey cohen run the show in thi town, reap the ill-gotten gain from the drugs, the guns, the prostitut and — if he ha hi way — everi wire bet place west of chicago. and he doe it all with the protect of not onli hi own paid goons, but also the polic and the politician who are under hi control. it’ enough to intimid even the bravest, street-harden cop… except, perhaps, for the small, secret crew of lapd outsid led by sgt. john o’mara and jerri wooter who come togeth to tri to tear cohen’ world apart. losangel gangster"
748,17610,Year One,"comedi adventur jackblack zed michaelcera oh oliviawild princessinanna haroldrami when a coupl of lazi hunter-gather are banish from their primit village, they set off on an epic journey through the ancient world. templ slaveri stoneag circumcis hebrew cavemen prehistoricadventur duringcreditssting prehistorictim prehistoricman"
749,22954,Invictus,"drama histori morganfreeman nelsonmandela mattdamon francoispienaar tonykgorog jasontshabalala clinteastwood newli elect presid nelson mandela know hi nation remain racial and econom divid in the wake of apartheid. believ he can bring hi peopl togeth through the univers languag of sport, mandela ralli south africa' rugbi team as they make their histor run to the 1995 rugbi world cup championship match. stadium southafrica apartheid nelsonmandela sport nation rugbi presid racism poverti celebr duringcreditssting"
750,16995,State of Play,"action russellcrow calmcaffrey benaffleck stephencollin rachelmcadam dellafry kevinmacdonald handsome, unflapp u.s. congressman stephen collin is the futur of hi polit party: an honor appointe who serv as the chairman of a committe overse defens spending. all eye are upon the rise star to be hi party' contend for the upcom presidenti race. until hi research assistant/mistress is brutal murder and buri secret come tumbl out. corrupt assassin detect journalist assassin newspap congress editor-in-chief conspiracyofmurd polit electioncampaign govern murder thriller blog report"
751,16558,Duplicity,romanc comedi crime cliveowen raykov juliarobert clairestenwick paulgiamatti richardgarsik tonygilroy two romantically-engag corpor spi team up to manipul a corpor race to corner the market on a medic innov that will reap huge profit and enabl them to lead an extravag lifestyl together. spi
752,9849,My Favorite Martian,"comedi drama famili sciencefict jeffdaniel timo'hara elizabethhurley bracechan darylhannah lizzi donaldpetri news producer, tim o'hara get himself fire for unwillingli compromis hi bosses' daughter dure a live transmission. a littl later, he wit the crash of a small martian spacecraft, realiz hi one-tim chanc of deliv a stori that will rock the earth. sinc tim took the origin but scaled-down spaceship with him, the martian follow him to retriev it. alien martian basedontvseri fishoutofwat"
753,5820,The Sentinel,action thriller crime michaeldougla petegarrison kiefersutherland davidbreckinridg evalongoria jillmarin clarkjohnson a secret servic agent is frame as the mole in an assassin attempt on the president. he must clear hi name and foil anoth assassin attempt while on the run from a relentless fbi agent. usapresid agent
754,16866,Planet 51,"sciencefict anim famili comedi adventur dwaynejohnson capt.charles'chuck'baker(voice) seannwilliamscott skiff(voice) jessicabiel neera(voice) jorgeblanco javierabad marcosmartínez when earth astronaut capt. chuck baker arriv on planet 51 -- a world reminisc of american suburbia circa 1950 -- he tri to avoid capture, recov hi spaceship and make it home safely, all with the help of an empathet littl green being. flyingsauc alienlife-form spaceship alien alienplanet planet duringcreditssting"
755,201,Star Trek: Nemesis,"sciencefict action adventur thriller patrickstewart captainjean-lucpicard jonathanfrak commanderwilliamt.rik brentspin lt.commanderdata stuartbaird en rout to the honeymoon of william riker to deanna troi on her home planet of betazed, captain jean-luc picard and the crew of the u.s.s. enterpris receiv word from starfleet that a coup ha result in the instal of a new romulan polit leader, shinzon, who claim to seek peac with the human-back unit feder of planets. onc in enemi territory, the captain and hi crew make a startl discovery: shinzon is human, a slave from the romulan sister planet of remus, and ha a secret, shock relationship to picard himself. clone assassin ambush feder starfleet enterprise- romulu android senat selfsacrific telepathi weapon romulan spaceopera"
756,11775,Intolerable Cruelty,crime comedi romanc georgeclooney milesmassey catherinezeta-jon marilynrexroth edwardherrmann rexrexroth joelcoen a revenge-seek gold digger marri a woman beverli hill lawyer with the intent of make a kill in the divorce. california assassin infidel fetish hitman tycoon court satir lawyer inherit divorc
757,87825,Trouble with the Curve,"drama romanc clinteastwood gu amyadam mickeylobel justintimberlak johnnyflanagan robertlorenz slow by age and fail eyesight, crack basebal scout gu lobel take hi grown daughter along as he check out the final prospect of hi career. along the way, the two renew their bond, and she catch the eye of a young player-turned-scout. women basebal pitcher homerun age sport talent-scout cigarsmok pooreyesight bostonredsox draft motelroom baseballscout failingeyesight blurryvis blurredsight"
758,12201,Edge of Darkness,"crime drama mysteri thriller melgibson thomascraven raywinston dariusjedburgh dannyhuston bennett martincampbel as a season homicid detective, thoma craven ha seen the bleakest side of humanity. but noth prepar him for the toughest investig of hi life: the search for hi onli daughter emma' killer. now, he is on a person mission to uncov the disturb secret surround her murder, includ corpor corruption, govern collus and emma' own mysteri life. murder violenc deathofdaught homicidedetect"
759,11015,The Relic,"horror mysteri thriller penelopeannmil dr.margogreen tomsizemor lt.vincentd'agosta lindahunt dr.anncuthbert peterhyam a research at chicago' natur histori museum return from south america with some crate contain hi findings. when the crate arriv at the museum without the owner there appear to be veri littl inside. however, polic discov gruesom murder on the cargo ship that brought the crate to the us and then anoth murder in the museum itself. chicago basedonnovel monster museum pileofdeadbodi god deadbodi anthropologist indiantrib amazonjungl"
760,9932,Analyze That,"comedi crime robertdeniro paulvitti billycryst dr.bensobel lisakudrow laurasobel haroldrami the mafia' paul vitti is back in prison and will need some seriou counsel when he get out. naturally, he return to hi analyst dr. ben sobel for help and find that sobel need some seriou help himself as he ha inherit the famili practice, as well as an excess stock of stress. prison gold therapist gangster"
761,13389,Righteous Kill,"action crime drama thriller robertdeniro turk carlagugino karencorelli 50cent spider jonavnet two veteran new york citi detect work to identifi the possibl connect between a recent murder and a case they believ they solv year ago; is there a serial killer on the loose, and did they perhap put the wrong person behind bars? reveng murder plottwist dirtycop"
762,8838,Mercury Rising,"action crime drama thriller brucewilli artjeffri alecbaldwin nicholaskudrow mikohugh simonlynch haroldbeck renegad fbi agent art jeffri protect a nine-year-old autist boy who ha crack the government' new ""unbreakable"" code. assassin lossoffamili autism fbi bangkok nationalsecurityagency(nsa) boy childinperil fbiagent autisticsav"
763,17332,The Soloist,"drama robertdowneyjr. stevelopez jamiefoxx nathanielay catherinekeen maryweston joewright a lo angel journalist befriend a homeless juilliard-train musician, while look for a new articl for the paper. newspap cello music violin losangel"
764,4958,The Legend of Bagger Vance,"fantasi drama mattdamon rannulphjunuh brucemcgil walterhagen charlizetheron adeleinvergordon robertredford world war i ha left golfer rannulph junuh a poker-play alcoholic, hi perfect swing gone. now, however, he need to get it back to play in a tournament to save the financi ravag golf cours of a long-ago sweetheart. help arriv in the form of mysteri caddi bagger vance. competit worldwari greatdepress caddi savannah"
765,786,Almost Famous,"drama music katehudson pennylan billycrudup russellhammond francesmcdormand elainemil cameroncrow almost famou is an autobiograph inspir film about a 15-year-old who is hire by roll stone magazin to follow and interview a rock band dure their tour. a film about grow up, first love, disappointment, and the life of a rock star. hotelroom sandiego drugaddict stewardess overdos groupi musicjournalist blacksabbath rock concert swimmingpool basedontruestori promiscu comingofag ontheroad domineeringmoth reconcili semiautobiograph innocencelost bustrip aspiringwrit"
766,9513,Garfield: A Tail of Two Kitties,"anim comedi famili billmurray garfield(voice) jenniferlovehewitt liz billyconnolli dargi timhil garfield is back and thi time garfield and hi canin sidekick odi follow their owner, jon arbuckle, to england, the u.k. may never recover, as garfield is mistaken for a look-alike, regal cat who ha inherit a castle. londonengland cat mistakeinperson luxuri wretch nobil garfield"
767,11679,xXx: State of the Union,"action adventur crime drama mysteri thriller icecub dariusstone/xxx samuell.jackson agentaugustusgibbon willemdafo gen.georgeoctaviusdeckert leetamahori ice cube star as dariu stone, a thrill-seek troublemak whose crimin record and extrem sport obsess make him the perfect candid to be the newest xxx agent. he must save the u.s. govern from a deadli conspiraci led by five-star gener and secretari of defens georg deckert (play by willem dafoe). washingtond.c. helicopt usapresid gener coupd'etat militaryprison coup agent insurg secretaryofdefens potu"
